"IDTransakcji","DataSprzedazy","DataWysylki","IDKanalu","Ilosc","CenaJednostkowa","Rabat","KosztJednostkowy","ProduktSurowy","KlientSurowy","Region","StatusZamowienia","NotatkaTechniczna","Kanal","TypKanalu"
"T000134","2025-05-26","27-05-25","K01","10","181.18","0","114.20","P005 | Produkt szkoleniowy 05 | Komputery","Klient 0209  ;  B2B","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T000135","04-07-25","2025-07-05","K04","2","126.89","0.1","29.68","P024 | Produkt szkoleniowy 24 | Oprogramowanie","Klient 0029  ;  B2B","Południe","W realizacji","import_batch_02","Telefon","Inside Sales"
"T000136","12-08-25","2025-08-14","K04","2","99.13","0","46.07","P023 | Produkt szkoleniowy 23 | Akcesoria","Klient 0323  ;  VIP","Zachód","Zrealizowane","legacy_source","Telefon","Inside Sales"
"T000137","2026-10-12","2026-10-13","K01","8","147.06","0.1","87.40","P013 | Produkt szkoleniowy 13 | Komputery","Klient 0118  ;  B2C","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T000138","18-09-26","20-09-26","K03","11","99.05","0.1","47.39","P035 | Produkt szkoleniowy 35 | Akcesoria","Klient 0287  ;  VIP","Południe","Zrealizowane","import_batch_02","Partner","B2B / Partner"
"T000139","21-05-25","24-05-25","K01","9","118.13","0","28.84","P044 | Produkt szkoleniowy 44 | Oprogramowanie","Klient 0417  ;  B2B","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T000140","2026-07-21","2026-07-22","K01","8","79.50","0.05","39.13","P003 | Produkt szkoleniowy 03 | Akcesoria","Klient 0447  ;  VIP","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T000141","14-04-26","16-04-26","K02","3","76.78","0.05","36.92","P039 | Produkt szkoleniowy 39 | Akcesoria","Klient 0374  ;  B2C","Południe","Zrealizowane","import_batch_02","Sklep","Retail"
"T000142","16-12-26","18-12-26","K01","1","98.05","0","25.02","P004 | Produkt szkoleniowy 04 | Oprogramowanie","Klient 0332    ;  Detal","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T000143","08-10-26","11-10-26","K04","4","76.21","0.05","36.41","P003 | Produkt szkoleniowy 03 | Akcesoria","Klient 0233  ;  B2B","Południe","Zrealizowane","legacy_source","Telefon","Inside Sales"
"T000144","2026-10-01","03-10-26","K03","6","102.31","0.05","58.54","P030 | Produkt szkoleniowy 30 | Elektronika","Klient 0070  ;  B2C","Wschód","Zrealizowane","import_batch_02","Partner","B2B / Partner"
"T000145","2025-10-31","03-11-25","K03","12","80.85","0.1","39.36","P003 | Produkt szkoleniowy 03 | Akcesoria","Klient 0012  ;  Detal","Zachód","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T000146","2026-10-07","2026-10-10","K01","6","101.43","0.05","61.08","P030 | Produkt szkoleniowy 30 | Elektronika","Klient 0277  ;  B2B","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T000147","08-06-26","2026-06-12","K03","10","62.14","0.1","15.09","P036 | Produkt szkoleniowy 36 | Oprogramowanie","Klient 0323  ;  VIP","Południe","Zrealizowane","import_batch_02","Partner","B2B / Partner"
"T000148","2026-03-16","21-03-26","K01","8","199.14","0","127.15","P017 | Produkt szkoleniowy 17 | Komputery","Klient 0283  ;  VIP","Północ","Zrealizowane","legacy_source","Online","E-commerce"
"T000149","14-12-25","15-12-25","K01","4","122.59","0.1","69.38","P050 | Produkt szkoleniowy 50 | Elektronika","Klient 0247  ;  VIP","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T000150","23-11-26","27-11-26","K03","10","125.41","0.1","75.98","P022 | Produkt szkoleniowy 22 | Elektronika","Klient 0104  ;  Detal","Południe","Zrealizowane","import_batch_02","Partner","B2B / Partner"
"T000151","2025-11-28","02-12-25","K02","6","86.42","0.05","41.68","P031 | Produkt szkoleniowy 31 | Akcesoria","Klient 0143  ;  VIP","Południe","W realizacji","legacy_source","Sklep","Retail"
"T000152","20-10-26","21-10-26","K02","4","68.94","0.1","32.37","P047 | Produkt szkoleniowy 47 | Akcesoria","Klient 0293  ;  B2B","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T000153","2026-12-10","11-12-26","K03","9","82.07","0.1","20.77","P048 | Produkt szkoleniowy 48 | Oprogramowanie","Klient 0315  ;  VIP","Południe","Zrealizowane","import_batch_02","Partner","B2B / Partner"
"T000154","04-05-26","05-05-26","K01","10","81.34","0.2","38.06","P023 | Produkt szkoleniowy 23 | Akcesoria","Klient 0171  ;  VIP","Wschód","Zrealizowane","legacy_source","Online","E-commerce"
"T000155","12-02-26","19-02-26","K01","8","118.02","0","29.21","P044 | Produkt szkoleniowy 44 | Oprogramowanie","Klient 0137  ;  B2B","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T000156","2026-11-06","2026-11-13","K01","10","122.95","0","31.90","P008 | Produkt szkoleniowy 08 | Oprogramowanie","Klient 0179  ;  VIP","Wschód","W realizacji","import_batch_02","Online","E-commerce"
"T000157","2026-12-31","2027-01-02","K02","1","129.97","0","82.11","P029 | Produkt szkoleniowy 29 | Komputery","Klient 0485  ;  b2b","Północ","Zrealizowane","legacy_source","Sklep","Retail"
"T000158","2026-09-25","2026-10-02","K01","10","111.42","0","65.16","P014 | Produkt szkoleniowy 14 | Elektronika","Klient 0280  ;  Detal","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T000159","19-08-26","2026-08-21","K01","8","60.51","0.1","28.40","P027 | Produkt szkoleniowy 27 | Akcesoria","Klient 0264  ;  Detal","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T000160","04-07-26","05-07-26","K02","2","97.26","0","56.35","P009 | Produkt szkoleniowy 09 | Komputery","Klient 0069  ;  B2B","Południe","Anulowane","legacy_source","Sklep","Retail"
"T000161","09-12-26","10-12-26","K02","2","152.58","0.05","94.97","P021 | Produkt szkoleniowy 21 | Komputery","Klient 0309  ;  B2B","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T000162","13-08-26","14-08-26","K02","5","111.94","0.05","67.08","P001 | Produkt szkoleniowy 01 | Komputery","Klient 0283  ;  VIP","Zachód","Zrealizowane","import_batch_02","Sklep","Retail"
"T000163","23-06-25","2025-06-24","K02","6","142.59","0.2","81.54","P006 | Produkt szkoleniowy 06 | Elektronika","Klient 0121  ;  B2B","Zachód","Zrealizowane","legacy_source","Sklep","Retail"
"T000164","07-09-26","09-09-26","K04","4","91.95","0","24.00","P004 | Produkt szkoleniowy 04 | Oprogramowanie","Klient 0312  ;  Detal","Zachód","Zrealizowane","legacy_source","Telefon","Inside Sales"
"T000165","24-12-25","25-12-25","K01","1","100.27","0","47.96","P015 | Produkt szkoleniowy 15 | Akcesoria","Klient 0251  ;  VIP","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T000166","22-06-26","23-06-26","K01","3","129.25","0","73.31","P042 | Produkt szkoleniowy 42 | Elektronika","Klient 0467  ;  VIP","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T000167","2025-06-12","2025-06-18","K01","9","85.35","0.1","21.50","P012 | Produkt szkoleniowy 12 | Oprogramowanie","Klient 0321  ;  B2B","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T000168","21-10-25","24-10-25","K03","16","165.90","0.1","102.55","P013 | Produkt szkoleniowy 13 | Komputery","Klient 0477  ;  B2B","Południe","Zrealizowane","import_batch_02","Partner","B2B / Partner"
"T000169","21-04-26","2026-04-24","K03","14","144.62","0.1","86.12","P014 | Produkt szkoleniowy 14 | Elektronika","Klient 0286  ;  B2C","Południe","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T000170","2026-11-03","2026-11-04","K01","2","101.54","0","24.32","P040 | Produkt szkoleniowy 40 | Oprogramowanie","Klient 0171  ;  VIP","Wschód","Zrealizowane","legacy_source","Online","E-commerce"
"T000171","19-11-26","23-11-26","K03","12","128.23","0.1","30.04","P016 | Produkt szkoleniowy 16 | Oprogramowanie","Klient 0364  ;  Detal","Wschód","Zrealizowane","import_batch_02","Partner","B2B / Partner"
"T000172","2026-07-02","2026-07-07","K01","2","91.13","0","44.05","P007 | Produkt szkoleniowy 07 | Akcesoria","Klient 0435  ;  VIP","Południe","W realizacji","legacy_source","Online","E-commerce"
"T000173","2025-11-13","15-11-25","K01","1","96.65","0.1","23.16","P012 | Produkt szkoleniowy 12 | Oprogramowanie","Klient 0499  ;  VIP","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T000174","02-09-25","2025-09-04","K03","10","98.92","0.05","46.29","P007 | Produkt szkoleniowy 07 | Akcesoria","Klient 0347  ;  VIP","Południe","Zrealizowane","import_batch_02","Partner","B2B / Partner"
"T000175","2026-08-24","26-08-26","K03","7","115.37","0.05","68.07","P045 | Produkt szkoleniowy 45 | Komputery","Klient 0025  ;  B2B","Wschód","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T000176","22-06-26","26-06-26","K02","7","131.55","0","32.26","P008 | Produkt szkoleniowy 08 | Oprogramowanie","Klient 0317  ;  B2B  ","Zachód","Zrealizowane","legacy_source","Sklep","Retail"
"T000177","23-05-25","30-05-25","K01","1","82.43","0","19.74","P048 | Produkt szkoleniowy 48 | Oprogramowanie","Klient 0101  ;  B2B","Wschód","Anulowane","import_batch_02","Online","E-commerce"
"T000178","23-09-26","25-09-26","K02","6","107.03","0.1","25.62","P024 | Produkt szkoleniowy 24 | Oprogramowanie","Klient 0285  ;  B2B","Południe","W realizacji","legacy_source","Sklep","Retail"
"T000179","09-09-25","13-09-25","K01","9","69.69","0","32.07","P047 | Produkt szkoleniowy 47 | Akcesoria","Klient 0057  ;  B2B","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T000180","2025-10-10","17-10-25","K01","10","124.61","0","77.72","P009 | Produkt szkoleniowy 09 | Komputery","Klient 0099  ;  VIP","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T000181","2025-11-18","2025-11-24","K01","7","142.25","0.05","84.05","P005 | Produkt szkoleniowy 05 | Komputery","Klient 0281  ;  B2B","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T000182","30-11-26","02-12-26","K02","2","85.75","0.2","20.21","P048 | Produkt szkoleniowy 48 | Oprogramowanie","Klient 0033  ;  B2B","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T000183","2026-05-15","21-05-26","K01","8","117.11","0.1","66.25","P050 | Produkt szkoleniowy 50 | Elektronika","Klient 0463  ;  VIP","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T000184","2026-05-17","19-05-26","K03","17","94.55","0.05","22.45","P032 | Produkt szkoleniowy 32 | Oprogramowanie","Klient 0487  ;  VIP","Wschód","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T000185","09-04-26","2026-04-11","K03","5","102.55","0.1","23.97","P040 | Produkt szkoleniowy 40 | Oprogramowanie","Klient 0044  ;  Detal","Południe","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T000186","17-05-26","21-05-26","K03","8","85.33","0.1","46.18","P018 | Produkt szkoleniowy 18 | Elektronika","Klient 0181  ;  B2B","Zachód","Zrealizowane","import_batch_02","Partner","B2B / Partner"
"T000187","21-03-25","24-03-25","K03","10","99.37","0.1","49.05","P015 | Produkt szkoleniowy 15 | Akcesoria","Klient 0416  ;  Detal","Południe","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T000188","09-12-26","11-12-26","K01","3","138.19","0","87.87","P013 | Produkt szkoleniowy 13 | Komputery","Klient 0024  ;  Detal","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T000189","18-12-26","19-12-26","K01","2","80.29","0.05","44.45","P018 | Produkt szkoleniowy 18 | Elektronika","Klient 0071  ;  VIP","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T000190","2026-11-26","2026-11-29","K01","6","66.66","0.2","16.48","P036 | Produkt szkoleniowy 36 | Oprogramowanie","Klient 0219  ;  VIP","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T000191","04-12-25","10-12-25","K01","7","86.10","0.05","20.64","P012 | Produkt szkoleniowy 12 | Oprogramowanie","Klient 0424  ;  Detal","Wschód","Zrealizowane","legacy_source","Online","E-commerce"
"T000192","11-06-26","15-06-26","K01","3","74.28","0","19.02","P020 | Produkt szkoleniowy 20 | Oprogramowanie","Klient 0395  ;  VIP","Zachód","Zrealizowane","import_batch_02","Online","E-commerce"
"T000193","27-07-26","31-07-26","K01","2","81.04","0","20.72","P012 | Produkt szkoleniowy 12 | Oprogramowanie","Klient 0361  ;  B2B","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T000194","22-10-26","2026-10-26","K01","10","95.54","0.2","25.00","P004 | Produkt szkoleniowy 04 | Oprogramowanie","Klient 0131  ;  VIP","Północ","Zrealizowane","legacy_source","Online","E-commerce"
"T000195","04-10-26","08-10-26","K01","5","125.08","0","78.63","P001 | Produkt szkoleniowy 01 | Komputery","Klient 0327  ;  VIP","Zachód","Zrealizowane","import_batch_02","Online","E-commerce"
"T000196","28-12-26","30-12-26","K01","8","171.32","0","107.01","P033 | Produkt szkoleniowy 33 | Komputery","Klient 0451  ;  VIP","Wschód","Zrealizowane","legacy_source","Online","E-commerce"
"T000197","08-10-25","09-10-25","K02","1","100.95","0.05","49.71","P007 | Produkt szkoleniowy 07 | Akcesoria","Klient 0021  ;  B2B","Zachód","Zrealizowane","legacy_source","Sklep","Retail"
"T000198","2026-10-26","29-10-26","K01","8","153.91","0.2","100.04","P005 | Produkt szkoleniowy 05 | Komputery","Klient 0176  ;  Detal","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T000199","2025-11-25","2025-11-28","K02","4","105.05","0","24.71","P004 | Produkt szkoleniowy 04 | Oprogramowanie","Klient 0093  ;  B2B","Północ","Zrealizowane","legacy_source","Sklep","Retail"
"T000200","21-02-25","2025-02-23","K03","6","99.82","0.1","47.28","P035 | Produkt szkoleniowy 35 | Akcesoria","Klient 0124  ;  Detal","Zachód","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T000201","05-09-25","09-09-25","K03","17","130.69","0.1","31.13","P008 | Produkt szkoleniowy 08 | Oprogramowanie","Klient 0147  ;  VIP","Południe","Zrealizowane","import_batch_02","Partner","B2B / Partner"
"T000202","2026-11-18","2026-11-20","K01","2","129.53","0.1","75.72","P022 | Produkt szkoleniowy 22 | Elektronika","Klient 0220  ;  Detal","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T000203","04-07-25","2025-07-05","K04","6","186.54","0.1","120.10","P005 | Produkt szkoleniowy 05 | Komputery","Klient 0431  ;  VIP","Zachód","Anulowane","legacy_source","Telefon","Inside Sales"
"T000204","19-03-26","2026-03-20","K02","7","102.41","0.1","51.16","P007 | Produkt szkoleniowy 07 | Akcesoria","Klient 0103  ;  VIP","Zachód","Zrealizowane","import_batch_02","Sklep","Retail"
"T000205","20-10-26","24-10-26","K01","4","68.26","0.1","32.15","P047 | Produkt szkoleniowy 47 | Akcesoria","Klient 0451  ;  VIP","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T000206","2026-12-07","12-12-26","K01","10","109.86","0.05","26.87","P024 | Produkt szkoleniowy 24 | Oprogramowanie","Klient 0473  ;  B2B","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T000207","2025-05-05","2025-05-06","K04","5","76.92","0","41.65","P018 | Produkt szkoleniowy 18 | Elektronika","Klient 0231  ;  VIP","Zachód","Zrealizowane","import_batch_02","Telefon","Inside Sales"
"T000208","23-11-26","24-11-26","K02","3","118.70","0","72.62","P001 | Produkt szkoleniowy 01 | Komputery","Klient 0189  ;  B2B","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T000209","02-06-26","05-06-26","K02","4","108.86","0","26.10","P004 | Produkt szkoleniowy 04 | Oprogramowanie","Klient 0263  ;  VIP","Zachód","Zrealizowane","legacy_source","Sklep","Retail"
"T000210","09-12-26","10-12-26","K03","10","167.92","0.1","105.11","P033 | Produkt szkoleniowy 33 | Komputery","Klient 0337  ;  B2B","Południe","W realizacji","import_batch_02","Partner","B2B / Partner"
"T000211","09-06-25","13-06-25","K02","7","84.99","0","41.85","P031 | Produkt szkoleniowy 31 | Akcesoria","Klient 0293  ;  B2B","Wschód","Anulowane","legacy_source","Sklep","Retail"
"T000212","04-12-25","05-12-25","K03","12","92.70","0.1","44.28","P043 | Produkt szkoleniowy 43 | Akcesoria","Klient 0110  ;  B2C","Południe","W realizacji","legacy_source","Partner","B2B / Partner"
"T000213","15-05-26","19-05-26","K02","4","81.90","0.05","19.22","P048 | Produkt szkoleniowy 48 | Oprogramowanie","Klient 0231  ;  VIP","Południe","Zrealizowane","import_batch_02","Sklep","Retail"
"T000214","2026-11-30","01-12-26","K04","1","80.77","0.05","44.78","P018 | Produkt szkoleniowy 18 | Elektronika","Klient 0112  ;  Detal","Wschód","W realizacji","legacy_source","Telefon","Inside Sales"
"T000215","21-01-25","2025-01-22","K01","4","95.23","0","52.25","P010 | Produkt szkoleniowy 10 | Elektronika","Klient 0165  ;  B2B","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T000216","2026-09-14","2026-09-15","K03","10","97.70","0.05","55.00","P038 | Produkt szkoleniowy 38 | Elektronika","Klient 0001  ;  B2B","Południe","Zrealizowane","import_batch_02","Partner","B2B / Partner"
"T000217","2026-04-17","22-04-26","K01","3","104.54","0.1","57.60","P022 | Produkt szkoleniowy 22 | Elektronika","Klient 0005  ;  B2B","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T000218","29-04-26","2026-04-30","K01","2","142.11","0.05","79.74","P050 | Produkt szkoleniowy 50 | Elektronika","Klient 0095  ;  VIP","Północ","Zrealizowane","legacy_source","Online","E-commerce"
"T000219","03-06-26","08-06-26","K01","4","134.35","0","35.23","P008 | Produkt szkoleniowy 08 | Oprogramowanie","Klient 0067  ;  VIP","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T000220","25-12-26","26-12-26","K01","10","90.95","0","23.87","P048 | Produkt szkoleniowy 48 | Oprogramowanie","Klient 0385  ;  B2B","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T000221","16-11-26","2026-11-23","K01","8","177.70","0.1","102.51","P033 | Produkt szkoleniowy 33 | Komputery","Klient 0449  ;  B2B","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T000222","2026-11-27","2026-11-29","K01","1","93.31","0.05","23.71","P012 | Produkt szkoleniowy 12 | Oprogramowanie","Klient 0420  ;  Detal","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T000223","02-11-26","2026-11-04","K01","9","105.40","0.1","26.14","P024 | Produkt szkoleniowy 24 | Oprogramowanie","Klient 0359  ;  VIP","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T000224","31-08-26","03-09-26","K02","3","125.96","0.1","73.07","P001 | Produkt szkoleniowy 01 | Komputery","Klient 0059  ;  VIP","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T000225","18-05-26","2026-05-24","K01","1","100.23","0","24.11","P032 | Produkt szkoleniowy 32 | Oprogramowanie","Klient 0482  ;  B2C","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T000226","06-11-26","2026-11-09","K02","3","118.39","0.1","30.23","P032 | Produkt szkoleniowy 32 | Oprogramowanie","Klient 0145  ;  B2B","Zachód","Anulowane","legacy_source","Sklep","Retail"
"T000227","07-05-26","09-05-26","K01","1","175.47","0","103.97","P033 | Produkt szkoleniowy 33 | Komputery","Klient 0189  ;  B2B","Południe","Zrealizowane","legacy_source","Online","E-commerce"
